-0.000545241,-0.787773,-0.00212514,-2.3583,0.01,1.57543,0.795024
-0.000545241,-0.787773,-0.00212514,-2.3583,0.01,1.57543,0.795024
-0.000545241,-0.787773,-0.00212514,-2.3583,0.01,1.57543,0.795024
-0.000545241,-0.787773,-0.00212514,-2.3583,0.01,1.57543,0.795024
-0.000545241,-0.787773,-0.00212514,-2.3583,0.01,1.57543,0.795024
-0.000713497,-0.787671,-0.00219031,-2.3582,0.00970558,1.57554,0.795024
-0.000713497,-0.787671,-0.00219031,-2.3582,0.00970558,1.57554,0.795024
-0.000713497,-0.787671,-0.00219031,-2.3582,0.00970558,1.57554,0.795024
-0.000722486,-0.78767,-0.00220539,-2.3582,0.00973083,1.57554,0.795024
-0.000722486,-0.78767,-0.00220539,-2.3582,0.00973083,1.57554,0.795024
-0.000722486,-0.78767,-0.00220539,-2.3582,0.00973083,1.57554,0.795024
-0.000875048,-0.787572,-0.00229108,-2.3581,0.00946646,1.57564,0.795024
-0.000875048,-0.787572,-0.00229108,-2.3581,0.00946646,1.57564,0.795024
-0.00088895,-0.787572,-0.0023152,-2.3581,0.00950463,1.57564,0.795024
-0.00088895,-0.787572,-0.0023152,-2.3581,0.00950463,1.57564,0.795024
-0.00088895,-0.787572,-0.0023152,-2.3581,0.00950463,1.57564,0.795024
-0.000890433,-0.787572,-0.00231781,-2.3581,0.00950886,1.57564,0.795024
-0.000890433,-0.787572,-0.00231781,-2.3581,0.00950886,1.57564,0.795024
-0.00103428,-0.787477,-0.00243644,-2.358,0.00928842,1.57573,0.795024
-0.00103428,-0.787477,-0.00243644,-2.358,0.00928842,1.57573,0.795024
-0.00103428,-0.787477,-0.00243644,-2.358,0.00928842,1.57573,0.795024
-0.00103696,-0.787478,-0.00244067,-2.358,0.00929538,1.57573,0.795024
-0.00103696,-0.787478,-0.00244067,-2.358,0.00929538,1.57573,0.795024
-0.00103696,-0.787478,-0.00244067,-2.358,0.00929538,1.57573,0.795024
-0.00115796,-0.787386,-0.00256155,-2.35791,0.00907265,1.57582,0.795024
-0.00115796,-0.787386,-0.00256155,-2.35791,0.00907265,1.57582,0.795024
-0.00115796,-0.787386,-0.00256155,-2.35791,0.00907265,1.57582,0.795024
-0.00116047,-0.787387,-0.00256566,-2.35791,0.00907883,1.57582,0.795024
-0.00116047,-0.787387,-0.00256566,-2.35791,0.00907883,1.57582,0.795024
-0.00116047,-0.787387,-0.00256566,-2.35791,0.00907883,1.57582,0.795024
-0.00126103,-0.787299,-0.00268789,-2.35783,0.00885512,1.5759,0.795024
-0.00126103,-0.787299,-0.00268789,-2.35783,0.00885512,1.5759,0.795024
-0.00126103,-0.787299,-0.00268789,-2.35783,0.00885512,1.5759,0.795024
-0.00126292,-0.7873,-0.00269201,-2.35783,0.00886024,1.5759,0.795024
-0.00126292,-0.7873,-0.00269201,-2.35783,0.00886024,1.5759,0.795024
-0.00126292,-0.7873,-0.00269201,-2.35783,0.00886024,1.5759,0.795024
-0.00134642,-0.787216,-0.00281499,-2.35774,0.00863804,1.57598,0.795024
-0.00134642,-0.787216,-0.00281499,-2.35774,0.00863804,1.57598,0.795024
-0.00134642,-0.787216,-0.00281499,-2.35774,0.00863804,1.57598,0.795024
-0.00134788,-0.787216,-0.00281859,-2.35774,0.00864165,1.57598,0.795024
-0.00134788,-0.787216,-0.00281859,-2.35774,0.00864165,1.57598,0.795024
-0.00134788,-0.787216,-0.00281859,-2.35774,0.00864165,1.57598,0.795024
-0.00141659,-0.787136,-0.00294182,-2.35766,0.00842216,1.57605,0.795024
-0.00141659,-0.787136,-0.00294182,-2.35766,0.00842216,1.57605,0.795024
-0.00141659,-0.787136,-0.00294182,-2.35766,0.00842216,1.57605,0.795024
-0.00141786,-0.787137,-0.00294535,-2.35766,0.00842517,1.57605,0.795024
-0.00141786,-0.787137,-0.00294535,-2.35766,0.00842517,1.57605,0.795024
-0.00147281,-0.78706,-0.00306751,-2.35759,0.00820748,1.57611,0.795024
-0.00147281,-0.78706,-0.00306751,-2.35759,0.00820748,1.57611,0.795024
-0.00147281,-0.78706,-0.00306751,-2.35759,0.00820748,1.57611,0.795024
-0.00147364,-0.78706,-0.00307122,-2.35759,0.00821008,1.57611,0.795024
-0.00147364,-0.78706,-0.00307122,-2.35759,0.00821008,1.57611,0.795024
-0.00147364,-0.78706,-0.00307122,-2.35759,0.00821008,1.57611,0.795024
-0.00151769,-0.786986,-0.00319179,-2.35751,0.00799602,1.57617,0.795024
-0.00151769,-0.786986,-0.00319179,-2.35751,0.00799602,1.57617,0.795024
-0.00151769,-0.786986,-0.00319179,-2.35751,0.00799602,1.57617,0.795024
-0.00151775,-0.786987,-0.00319559,-2.35751,0.00799785,1.57617,0.795024
-0.00151775,-0.786987,-0.00319559,-2.35751,0.00799785,1.57617,0.795024
-0.00151775,-0.786987,-0.00319559,-2.35751,0.00799785,1.57617,0.795024
-0.0015515,-0.786916,-0.00331478,-2.35744,0.00778787,1.57623,0.795024
-0.0015515,-0.786916,-0.00331478,-2.35744,0.00778787,1.57623,0.795024
-0.0015515,-0.786916,-0.00331478,-2.35744,0.00778787,1.57623,0.795024
-0.00155133,-0.786917,-0.00331821,-2.35744,0.00778899,1.57623,0.795024
-0.00155133,-0.786917,-0.00331821,-2.35744,0.00778899,1.57623,0.795024
-0.00155133,-0.786917,-0.00331821,-2.35744,0.00778899,1.57623,0.795024
-0.00157603,-0.786849,-0.00343554,-2.35737,0.00758344,1.57628,0.795024
-0.00157603,-0.786849,-0.00343554,-2.35737,0.00758344,1.57628,0.795024
-0.00157603,-0.786849,-0.00343554,-2.35737,0.00758344,1.57628,0.795024
-0.00157511,-0.786851,-0.00343898,-2.35737,0.00758411,1.57628,0.795024
-0.00157511,-0.786851,-0.00343898,-2.35737,0.00758411,1.57628,0.795024
-0.00159296,-0.786785,-0.00355388,-2.35731,0.00738369,1.57633,0.795024
-0.00159296,-0.786785,-0.00355388,-2.35731,0.00738369,1.57633,0.795024
-0.00159262,-0.786786,-0.00355381,-2.35731,0.00738323,1.57633,0.795024
-0.00159262,-0.786786,-0.00355381,-2.35731,0.00738323,1.57633,0.795024
-0.0015913,-0.786787,-0.00355737,-2.35731,0.00738397,1.57633,0.795024
-0.0015913,-0.786787,-0.00355737,-2.35731,0.00738397,1.57633,0.795024
-0.0015913,-0.786787,-0.00355737,-2.35731,0.00738397,1.57633,0.795024
-0.00160223,-0.786725,-0.00366943,-2.35725,0.00718768,1.57637,0.795024
-0.00160223,-0.786725,-0.00366943,-2.35725,0.00718768,1.57637,0.795024
-0.00160223,-0.786725,-0.00366943,-2.35725,0.00718768,1.57637,0.795024
-0.00160041,-0.786725,-0.00367313,-2.35725,0.00718831,1.57638,0.795024
-0.00160041,-0.786725,-0.00367313,-2.35725,0.00718831,1.57638,0.795024
-0.00160041,-0.786725,-0.00367313,-2.35725,0.00718831,1.57638,0.795024
-0.00160519,-0.786666,-0.00378225,-2.35719,0.00699666,1.57642,0.795024
-0.00160519,-0.786666,-0.00378225,-2.35719,0.00699666,1.57642,0.795024
-0.00160519,-0.786666,-0.00378225,-2.35719,0.00699666,1.57642,0.795024
-0.00160435,-0.786667,-0.00378593,-2.35719,0.00699831,1.57642,0.795024
-0.00160435,-0.786667,-0.00378593,-2.35719,0.00699831,1.57642,0.795024
-0.00160435,-0.786667,-0.00378593,-2.35719,0.00699831,1.57642,0.795024
-0.00160367,-0.786611,-0.0038919,-2.35713,0.00681138,1.57646,0.795024
-0.00160367,-0.786611,-0.0038919,-2.35713,0.00681138,1.57646,0.795024
-0.00160367,-0.786611,-0.0038919,-2.35713,0.00681138,1.57646,0.795024
-0.00160331,-0.786612,-0.00389533,-2.35713,0.00681302,1.57646,0.795024
-0.00159734,-0.786558,-0.00399853,-2.35708,0.00663102,1.57649,0.795024
-0.00159734,-0.786558,-0.00399853,-2.35708,0.00663102,1.57649,0.795024
-0.00159734,-0.786558,-0.00399853,-2.35708,0.00663102,1.57649,0.795024
-0.0015983,-0.786558,-0.0039987,-2.35708,0.00663228,1.57649,0.795024
-0.0015983,-0.786558,-0.0039987,-2.35708,0.00663228,1.57649,0.795024
-0.0015983,-0.786558,-0.0039987,-2.35708,0.00663228,1.57649,0.795024
-0.00158805,-0.786507,-0.00410209,-2.35703,0.00645715,1.57653,0.795024
